claim_id,policy_holder_age,gender,marital_status,employment_status,education_level,policy_type,policy_age_days,policy_premium_annual,coverage_amount,deductible,prior_claims_count,incident_date,report_date,days_to_report,claim_amount,incident_type,incident_severity,police_report_filed,witnesses_present,attorney_involved,incident_time,claim_description_length,multiple_claims_same_incident,repair_shop_type,medical_provider_count,claimant_address_change_recent,phone_change_recent,social_media_check,is_fraud,claim_amount_to_coverage_ratio
CLM00251,58,F,Single,Employed,High School,Auto,1754,8736,209121,2000,0,2025-04-03,2025-04-03,0,15430,Fire,Total_Loss,No,1,Yes,8,362,Yes,Authorized,0,No,No,Clean,0,0.07378503354517241
CLM00252,20,F,Single,Retired,High School,Property,463,6849,345510,500,0,2025-10-05,2025-10-08,3,152666,Theft,Minor,No,0,Yes,2,270,No,Unknown,7,No,No,Clean,0,0.44185696506613414
CLM00253,56,M,Single,Employed,College,Auto,3301,4657,483533,2000,0,2025-03-08,2025-03-10,2,76522,Vandalism,Minor,Yes,0,No,21,26,No,Authorized,10,No,No,Clean,0,0.15825600320970853
CLM00254,23,M,Married,Employed,College,Auto,966,1367,462333,500,2,2025-03-13,2025-03-13,0,122189,Theft,Severe,Yes,1,No,20,238,No,Unknown,9,No,No,Clean,0,0.2642878617792803
CLM00255,25,M,Widowed,Employed,High School,Auto,171,8710,66096,1000,0,2025-12-04,2025-12-13,9,3312,Vandalism,Minor,Yes,0,No,15,96,No,Authorized,10,No,No,Clean,0,0.05010893246187364
CLM00256,44,F,Single,Employed,Graduate,Auto,3158,864,148982,2000,3,2025-08-05,2025-08-09,4,87694,Vandalism,Total_Loss,No,0,No,14,198,No,Authorized,6,No,No,Clean,0,0.5886214442013129
CLM00257,26,M,Widowed,Retired,College,Auto,3624,7967,484599,1000,3,2025-01-17,2025-02-04,18,132252,Collision,Minor,No,0,Yes,23,164,No,Authorized,6,No,No,Clean,0,0.2729101793441588
CLM00258,79,M,Married,Employed,High School,Auto,1146,7071,343329,5000,2,2025-07-06,2025-07-07,1,32775,Fire,Moderate,Yes,0,Yes,3,435,No,Authorized,4,No,No,Clean,0,0.09546236991340667
CLM00259,54,M,Single,Employed,College,Auto,842,1079,60248,1000,0,2025-12-25,2025-12-25,0,22107,Vandalism,Moderate,Yes,0,No,19,173,No,Authorized,2,No,No,Clean,0,0.3669333421856327
CLM00260,50,F,Divorced,Employed,College,Auto,1321,8174,215728,1000,2,2025-05-10,2025-05-17,7,113905,Fire,Severe,Yes,0,Yes,15,140,No,Authorized,6,No,No,Clean,0,0.5280028554476007
CLM00261,68,F,Married,Employed,High School,Auto,1908,9237,405167,1000,2,2025-10-02,2025-10-17,15,82741,Vandalism,Severe,No,1,Yes,9,143,No,Unknown,6,No,No,Clean,1,0.20421455844133407
CLM00262,59,M,Divorced,Retired,High School,Workers_Comp,689,6968,468428,1000,0,2025-08-11,2025-08-11,0,95915,Fire,Severe,No,0,Yes,10,169,No,Authorized,6,No,No,Clean,0,0.20475932267071995
CLM00263,61,M,Widowed,Retired,Graduate,Auto,2622,4650,478917,500,0,2025-04-17,2025-04-23,6,46915,Theft,Severe,No,0,No,4,416,No,Authorized,10,No,No,Clean,0,0.09796060695277052
CLM00264,41,M,Widowed,Self-Employed,College,Property,1507,3539,89888,2000,0,2025-12-19,2025-12-21,2,83582,Collision,Total_Loss,Yes,0,No,10,400,No,Independent,1,No,No,Clean,0,0.9298460306158776
CLM00265,32,M,Married,Retired,College,Property,2212,4637,216354,500,0,2025-08-04,2025-08-13,9,739,Vandalism,Total_Loss,No,1,Yes,12,287,No,Independent,2,No,No,Clean,0,0.0034156983462288655
CLM00266,76,F,Widowed,Employed,College,Workers_Comp,2024,952,250346,500,1,2025-07-05,2025-07-07,2,63693,Water_Damage,Moderate,No,0,Yes,14,346,No,Independent,2,No,No,Clean,0,0.25441988288209116
CLM00267,71,F,Divorced,Unemployed,High School,Property,1722,7037,104533,500,4,2025-06-14,2025-06-23,9,78138,Fire,Total_Loss,Yes,1,No,5,20,No,Authorized,3,No,No,Not_Available,0,0.7474960060459377
CLM00268,49,F,Single,Employed,High School,Auto,382,1881,51954,1000,0,2025-01-09,2025-01-12,3,93999,Fire,Minor,No,4,No,15,180,No,Authorized,8,No,No,Clean,0,1.809273588174154
CLM00269,49,F,Single,Employed,College,Property,2256,8654,361863,500,1,2025-05-09,2025-05-09,0,3836,Water_Damage,Moderate,Yes,0,No,14,263,No,Authorized,9,No,No,Clean,0,0.010600696948845282
CLM00270,41,M,Single,Retired,High School,Property,3503,1967,149876,2000,4,2025-02-17,2025-02-17,0,16573,Collision,Severe,No,0,Yes,10,394,No,Authorized,0,No,No,Not_Available,0,0.11057807787771225
CLM00271,58,M,Married,Employed,High School,Auto,1412,3238,233777,500,0,2025-02-02,2025-02-05,3,128871,Fire,Severe,Yes,0,Yes,19,417,No,Authorized,6,No,No,Clean,0,0.5512561115935272
CLM00272,69,M,Widowed,Self-Employed,Graduate,Auto,1583,8072,272739,5000,2,2025-07-10,2025-07-29,19,125901,Collision,Total_Loss,Yes,4,Yes,1,270,No,Authorized,6,No,No,Clean,0,0.4616171504625301
CLM00273,66,F,Divorced,Employed,Graduate,Auto,2271,9908,301736,1000,1,2025-10-25,2025-11-01,7,165191,Fire,Moderate,No,1,No,1,386,No,Unknown,10,No,No,Not_Available,0,0.5474686480897208
CLM00274,79,M,Widowed,Unemployed,College,Property,2050,7247,50643,5000,1,2025-08-02,2025-08-02,0,107698,Injury,Total_Loss,Yes,2,No,11,83,No,Unknown,3,No,No,Clean,1,2.1266117726043086
CLM00275,66,F,Widowed,Unemployed,Graduate,Property,371,1380,264793,2000,0,2025-10-30,2025-11-09,10,86723,Fire,Total_Loss,No,0,No,15,318,No,Authorized,10,No,No,Not_Available,0,0.32751243424108645
CLM00276,75,F,Widowed,Retired,High School,Auto,1710,3649,334809,2000,1,2025-01-03,2025-01-07,4,36920,Injury,Total_Loss,Yes,5,No,18,267,Yes,Authorized,0,Yes,Yes,Not_Available,0,0.1102718266235376
CLM00277,69,M,Single,Unemployed,Graduate,Auto,1469,8776,424039,2000,0,2025-07-22,2025-07-28,6,57689,Vandalism,Moderate,Yes,0,No,1,461,No,Authorized,2,Yes,Yes,Clean,0,0.13604644855779774
CLM00278,29,M,Divorced,Unemployed,High School,Auto,610,8392,278116,2000,2,2025-08-07,2025-08-11,4,196979,Collision,Severe,Yes,0,Yes,16,316,No,Authorized,4,No,No,Not_Available,0,0.708262020164248
CLM00279,79,M,Divorced,Employed,Graduate,Auto,115,4644,288026,500,0,2025-05-17,2025-05-21,4,18514,Fire,Minor,No,2,Yes,13,484,No,Authorized,1,No,No,Not_Available,0,0.06427891926423308
CLM00280,56,F,Widowed,Employed,Graduate,Workers_Comp,3341,1668,207466,1000,2,2025-01-21,2025-01-21,0,127478,Theft,Severe,Yes,3,Yes,23,471,No,Unknown,6,No,No,Clean,0,0.6144524886005418
CLM00281,19,M,Single,Employed,College,Auto,446,3629,474271,2000,0,2025-04-28,2025-05-05,7,24320,Theft,Moderate,Yes,0,No,15,134,No,Authorized,9,No,No,Not_Available,0,0.05127869930904483
CLM00282,20,F,Single,Retired,Graduate,Auto,1391,4145,164841,5000,0,2025-06-12,2025-06-12,0,60631,Water_Damage,Severe,No,0,Yes,4,314,No,Authorized,9,No,Yes,Clean,0,0.36781504601403775
CLM00283,66,M,Divorced,Employed,College,Auto,3324,3026,35020,2000,1,2024-12-31,2024-12-31,0,110102,Theft,Severe,Yes,0,No,9,20,No,Authorized,6,No,No,Clean,0,3.143974871501999
CLM00284,54,F,Single,Unemployed,High School,Property,1340,4016,445964,1000,0,2025-07-22,2025-07-22,0,173597,Injury,Minor,Yes,0,Yes,16,60,No,Unknown,9,No,No,Clean,0,0.3892623619843754
CLM00285,66,F,Single,Employed,College,Auto,414,3867,374765,5000,2,2025-09-07,2025-09-13,6,9487,Theft,Severe,Yes,0,Yes,12,192,No,Unknown,4,No,No,Clean,0,0.025314530439075153
CLM00286,73,M,Single,Employed,College,Property,3166,7838,357518,5000,4,2025-01-03,2025-01-04,1,76915,Theft,Severe,Yes,4,No,15,107,No,Independent,9,No,No,Clean,0,0.21513602112341196
CLM00287,34,F,Married,Retired,High School,Auto,1808,4055,54912,5000,2,2025-01-27,2025-02-12,16,27684,Theft,Severe,No,1,Yes,8,117,No,Authorized,5,No,No,Clean,0,0.5041520979020979
CLM00288,76,F,Widowed,Employed,College,Auto,2939,5611,22879,500,0,2025-07-20,2025-07-21,1,44883,Fire,Total_Loss,Yes,1,Yes,23,107,No,Authorized,0,No,No,Clean,1,1.9617553214738406
CLM00289,66,M,Divorced,Employed,Graduate,Auto,1047,7252,43798,2000,1,2025-08-11,2025-08-11,0,170981,Water_Damage,Moderate,Yes,1,Yes,3,270,No,Authorized,3,No,No,Clean,0,3.9038540572628886
CLM00290,19,F,Divorced,Employed,High School,Auto,2710,945,117791,500,1,2025-07-26,2025-07-28,2,185499,Collision,Moderate,No,1,Yes,23,354,No,Authorized,3,No,No,Clean,1,1.5748147141971798
CLM00291,19,M,Married,Self-Employed,College,Auto,1873,6864,493042,5000,2,2025-11-09,2025-11-15,6,124594,Water_Damage,Minor,Yes,1,Yes,15,484,No,Independent,10,No,No,Clean,0,0.2527046377387728
CLM00292,45,F,Widowed,Retired,Graduate,Workers_Comp,1073,4126,187145,500,0,2025-02-09,2025-02-14,5,115914,Injury,Total_Loss,Yes,1,Yes,22,160,No,Authorized,7,No,No,Clean,0,0.6193806941141895
CLM00293,71,M,Divorced,Employed,Graduate,Property,3573,4516,347935,500,0,2025-10-03,2025-10-04,1,130852,Fire,Total_Loss,No,0,Yes,10,90,No,Authorized,1,No,No,Not_Available,0,0.3760817394053487
CLM00294,40,M,Single,Employed,Graduate,Workers_Comp,717,4375,339127,500,1,2025-02-08,2025-02-13,5,142029,Vandalism,Severe,No,1,No,6,156,No,Authorized,0,No,No,Clean,1,0.4188077033087899
CLM00295,54,F,Divorced,Employed,College,Auto,3569,5997,446221,2000,0,2025-05-17,2025-05-26,9,173433,Fire,Moderate,No,1,Yes,16,466,No,Authorized,6,No,No,Clean,0,0.38867063629905363
CLM00296,49,F,Single,Retired,Graduate,Workers_Comp,1358,6738,497947,5000,0,2025-05-17,2025-05-18,1,73688,Theft,Minor,No,2,No,21,118,No,Authorized,5,No,No,Clean,0,0.1479836207467863
CLM00297,50,F,Married,Unemployed,College,Auto,3150,761,143922,5000,0,2025-03-18,2025-03-23,5,148167,Theft,Total_Loss,Yes,5,Yes,12,170,No,Authorized,4,No,No,Clean,0,1.029495143202568
CLM00298,18,F,Single,Employed,High School,Auto,1605,5492,169472,2000,2,2025-12-05,2025-12-10,5,13680,Injury,Severe,No,0,No,3,457,No,Authorized,7,No,No,Clean,0,0.0807212990936556
CLM00299,36,F,Divorced,Employed,College,Auto,3098,4525,284097,500,3,2025-08-26,2025-08-28,2,18340,Vandalism,Minor,Yes,1,No,13,194,No,Authorized,10,No,No,Not_Available,0,0.06455541593188242
CLM00300,79,M,Divorced,Employed,College,Auto,2318,8783,116410,500,1,2025-02-20,2025-02-26,6,83546,Fire,Total_Loss,No,0,Yes,9,186,No,Unknown,1,No,No,Suspicious,0,0.7176874838931363
CLM00301,19,F,Divorced,Unemployed,High School,Property,561,4722,135155,1000,0,2025-11-05,2025-11-07,2,104633,Vandalism,Minor,Yes,1,No,9,362,No,Authorized,1,No,No,Clean,0,0.7741703969516481
CLM00302,70,M,Married,Retired,College,Auto,2851,4675,164607,1000,0,2025-04-02,2025-04-03,1,177283,Collision,Total_Loss,No,0,No,9,429,No,Authorized,8,No,No,Clean,0,1.077007660670567
CLM00303,61,M,Married,Employed,College,Auto,2294,9674,216608,1000,5,2025-07-29,2025-08-03,5,166038,Water_Damage,Minor,No,0,Yes,11,276,No,Authorized,0,No,No,Clean,0,0.766536785344955
CLM00304,43,F,Widowed,Employed,High School,Property,386,3943,478255,2000,5,2025-02-04,2025-02-05,1,81074,Fire,Total_Loss,Yes,0,No,1,417,No,Independent,5,No,No,Clean,1,0.1695204441145414
CLM00305,49,M,Divorced,Employed,College,Auto,701,5511,262712,5000,3,2025-09-22,2025-10-19,27,73501,Vandalism,Total_Loss,No,1,Yes,22,243,No,Independent,2,Yes,No,Clean,0,0.27977785559852614
CLM00306,23,M,Single,Self-Employed,College,Auto,2606,1193,353173,1000,2,2025-10-31,2025-11-02,2,143383,Collision,Minor,No,0,No,8,387,No,Authorized,4,No,No,Clean,0,0.40598516874166485
CLM00307,49,M,Married,Employed,College,Auto,972,8847,14055,5000,0,2025-05-30,2025-06-03,4,190157,Collision,Total_Loss,No,3,No,4,349,No,Authorized,7,No,No,Clean,0,13.529491284240484
CLM00308,72,M,Divorced,Retired,High School,Property,1384,2312,310314,5000,2,2025-04-20,2025-04-20,0,164440,Water_Damage,Total_Loss,Yes,0,No,7,84,No,Unknown,6,No,No,Clean,0,0.5299148604316918
CLM00309,21,F,Divorced,Unemployed,High School,Property,983,6224,239016,5000,0,2025-10-22,2025-10-23,1,3746,Collision,Total_Loss,No,3,No,20,88,No,Independent,3,No,No,Not_Available,0,0.015672590956253975
CLM00310,72,M,Married,Employed,High School,Auto,1511,1907,248657,2000,0,2025-01-07,2025-01-07,0,186543,Injury,Minor,No,1,Yes,13,86,No,Authorized,7,No,No,Clean,0,0.7502020856038639
CLM00311,28,F,Widowed,Employed,Graduate,Auto,351,8532,372120,2000,1,2025-07-06,2025-07-16,10,42916,Collision,Minor,Yes,0,Yes,6,452,No,Authorized,10,No,No,Not_Available,0,0.11532838869181984
CLM00312,73,F,Married,Employed,High School,Auto,1724,9908,300395,2000,0,2025-03-29,2025-04-03,5,89560,Vandalism,Total_Loss,Yes,0,Yes,6,69,No,Authorized,10,No,No,Clean,0,0.2981407813046156
CLM00313,76,M,Married,Unemployed,College,Property,1951,1910,407748,2000,0,2025-09-30,2025-10-05,5,44212,Injury,Total_Loss,No,1,Yes,8,333,No,Independent,9,No,No,Clean,0,0.1084297163934587
CLM00314,34,F,Single,Retired,High School,Auto,1279,3997,145996,1000,0,2025-10-25,2025-10-27,2,51148,Collision,Minor,Yes,1,Yes,2,328,No,Authorized,10,No,No,Clean,0,0.35033836543466945
CLM00315,80,F,Single,Unemployed,High School,Auto,3293,4872,58037,500,0,2025-10-23,2025-10-24,1,186083,Theft,Severe,Yes,1,No,13,110,No,Authorized,1,No,Yes,Suspicious,0,3.206282199286662
CLM00316,55,F,Widowed,Employed,Graduate,Auto,1907,7894,481298,500,2,2025-01-04,2025-01-06,2,132950,Collision,Total_Loss,Yes,0,Yes,16,134,No,Authorized,6,No,No,Suspicious,0,0.2762321887894818
CLM00317,41,M,Divorced,Employed,College,Auto,752,1051,102115,500,0,2025-06-08,2025-06-14,6,45852,Injury,Severe,No,0,No,17,393,No,Authorized,4,Yes,No,Clean,0,0.44902316016256183
CLM00318,22,F,Married,Self-Employed,High School,Auto,2828,9868,474837,1000,0,2025-06-16,2025-06-16,0,70826,Collision,Minor,No,5,Yes,11,76,No,Independent,10,No,No,Clean,0,0.14915855335620434
CLM00319,69,F,Widowed,Retired,College,Property,1024,4832,350070,500,0,2025-07-14,2025-07-17,3,158461,Collision,Total_Loss,Yes,0,Yes,21,361,No,Unknown,5,No,No,Clean,1,0.45265518324906445
CLM00320,51,F,Single,Employed,High School,Auto,545,1497,482032,1000,0,2025-03-12,2025-03-12,0,44888,Collision,Severe,No,0,Yes,13,37,No,Authorized,2,No,No,Clean,0,0.09312244830218741
CLM00321,23,M,Married,Self-Employed,College,Auto,1469,4576,492870,1000,0,2025-02-25,2025-02-25,0,4847,Injury,Minor,Yes,0,Yes,12,291,No,Independent,10,No,No,Clean,0,0.009834236208330797
CLM00322,39,F,Divorced,Unemployed,College,Property,78,6599,80400,1000,1,2025-08-28,2025-09-10,13,145,Collision,Severe,No,1,No,13,149,Yes,Authorized,9,No,No,Clean,0,0.0018034825870646765
CLM00323,28,M,Single,Employed,High School,Property,1259,6055,109525,500,0,2025-05-30,2025-05-31,1,7858,Water_Damage,Moderate,Yes,1,Yes,8,288,No,Independent,6,No,No,Clean,0,0.07174617667199269
CLM00324,80,M,Single,Retired,High School,Auto,2381,4552,373308,5000,2,2025-06-06,2025-07-01,25,125176,Vandalism,Minor,No,0,No,18,448,No,Independent,6,No,No,Clean,0,0.33531561070215476
CLM00325,65,M,Single,Retired,High School,Auto,888,5803,233457,500,5,2025-09-29,2025-09-29,0,154609,Water_Damage,Moderate,Yes,0,No,1,99,No,Unknown,1,No,No,Clean,1,0.6622590027285539
CLM00326,33,M,Widowed,Unemployed,Graduate,Auto,3420,8618,234174,500,1,2025-09-11,2025-09-13,2,150757,Injury,Minor,No,0,Yes,10,475,No,Unknown,0,No,No,Clean,0,0.6437819740876443
CLM00327,50,M,Divorced,Employed,Graduate,Workers_Comp,3169,6602,151774,2000,0,2025-11-26,2025-11-30,4,141026,Theft,Minor,No,0,No,16,318,No,Authorized,9,No,No,Clean,0,0.9291841817439087
CLM00328,26,M,Married,Employed,High School,Auto,1105,5990,378876,1000,0,2025-08-29,2025-08-29,0,183248,Water_Damage,Total_Loss,Yes,0,No,1,475,No,Independent,1,No,No,Clean,0,0.4836622008255999
CLM00329,77,F,Widowed,Self-Employed,College,Workers_Comp,2549,9064,25385,5000,2,2025-07-01,2025-07-08,7,57050,Vandalism,Moderate,No,5,Yes,18,329,No,Authorized,7,Yes,No,Not_Available,0,2.247390191057711
CLM00330,76,M,Widowed,Employed,High School,Property,1990,6116,281480,2000,1,2025-09-25,2025-09-29,4,148521,Fire,Moderate,No,0,No,6,221,No,Authorized,10,No,No,Clean,0,0.5276431718061674
CLM00331,23,F,Widowed,Employed,High School,Auto,1500,2748,337565,5000,2,2025-04-30,2025-05-12,12,152520,Vandalism,Moderate,No,0,Yes,17,244,No,Authorized,9,No,No,Clean,0,0.45182409313761795
CLM00332,33,F,Single,Employed,College,Auto,2812,1348,434441,5000,2,2025-02-15,2025-02-20,5,165468,Water_Damage,Minor,No,2,Yes,12,178,No,Authorized,2,No,No,Clean,0,0.3808756540013489
CLM00333,46,M,Divorced,Employed,Graduate,Auto,920,6854,46021,1000,3,2025-11-18,2025-11-23,5,19555,Fire,Moderate,No,0,No,4,223,No,Independent,10,No,No,Not_Available,1,0.4249147128484822
CLM00334,20,F,Widowed,Unemployed,Graduate,Auto,549,9195,406998,500,3,2025-03-05,2025-03-05,0,185193,Injury,Moderate,No,1,No,17,156,No,Authorized,3,No,No,Clean,0,0.4550218919994693
CLM00335,37,F,Married,Self-Employed,College,Auto,2061,8570,492093,1000,1,2025-02-21,2025-02-24,3,170465,Vandalism,Total_Loss,No,0,No,22,92,No,Independent,7,No,No,Not_Available,0,0.34640809765633734
CLM00336,77,F,Divorced,Employed,High School,Property,391,9394,127369,1000,0,2025-04-04,2025-04-07,3,88652,Theft,Severe,No,0,No,23,67,No,Independent,2,No,No,Clean,1,0.6960249354238472
CLM00337,76,F,Married,Employed,College,Workers_Comp,3418,4125,230702,2000,4,2025-11-16,2025-11-16,0,46216,Fire,Severe,Yes,3,No,23,37,No,Independent,5,No,No,Clean,0,0.20032769546861318
CLM00338,53,M,Divorced,Employed,High School,Auto,2357,814,59111,1000,1,2025-11-23,2025-11-25,2,120561,Fire,Moderate,No,1,No,15,497,No,Authorized,1,No,No,Clean,0,2.0395696232511713
CLM00339,36,F,Married,Retired,College,Property,2433,2876,99402,500,0,2025-02-01,2025-02-03,2,40584,Vandalism,Moderate,Yes,0,No,14,499,No,Authorized,2,No,No,Clean,0,0.4082815235105933
CLM00340,43,M,Single,Unemployed,High School,Auto,3280,9732,129774,5000,1,2025-01-21,2025-01-24,3,161387,Water_Damage,Moderate,No,1,Yes,7,490,Yes,Authorized,0,No,No,Clean,0,1.2436004130257217
CLM00341,20,F,Widowed,Employed,College,Auto,1380,4878,263724,1000,1,2025-01-03,2025-01-05,2,81738,Fire,Moderate,Yes,3,Yes,14,286,No,Authorized,8,No,No,Clean,0,0.3099376621012877
CLM00342,80,F,Married,Retired,High School,Auto,973,8949,225657,5000,2,2024-12-30,2025-01-01,2,134576,Injury,Severe,No,0,Yes,0,465,No,Independent,3,No,No,Clean,0,0.5963741430578267
CLM00343,36,M,Divorced,Retired,High School,Property,3639,1074,314863,1000,1,2025-05-24,2025-05-29,5,168432,Vandalism,Total_Loss,Yes,1,No,16,359,No,Independent,5,No,No,Clean,0,0.5349374172259046
CLM00344,37,F,Widowed,Retired,Graduate,Workers_Comp,3165,6085,237600,5000,0,2025-05-18,2025-05-18,0,100747,Injury,Minor,Yes,4,No,14,38,No,Authorized,6,Yes,No,Clean,0,0.42401936026936027
CLM00345,49,F,Widowed,Self-Employed,High School,Property,3164,5992,190109,1000,4,2025-02-07,2025-02-14,7,65742,Vandalism,Moderate,No,0,No,13,119,No,Independent,1,No,No,Clean,0,0.34581213935163513
CLM00346,24,F,Divorced,Employed,College,Auto,339,9449,483319,2000,2,2025-06-29,2025-06-29,0,46109,Injury,Moderate,Yes,1,Yes,13,135,No,Authorized,7,No,No,Clean,0,0.09540076016047372
CLM00347,69,M,Married,Retired,High School,Auto,2644,3310,135695,5000,1,2025-03-28,2025-03-28,0,128924,Water_Damage,Severe,No,1,Yes,9,365,No,Authorized,8,No,Yes,Clean,0,0.9501013301890269
CLM00348,58,F,Single,Employed,High School,Auto,3516,8634,144585,1000,0,2025-11-15,2025-11-30,15,29705,Vandalism,Moderate,No,1,Yes,1,93,No,Authorized,9,No,No,Clean,0,0.20545008126707473
CLM00349,50,M,Single,Retired,High School,Auto,756,9796,256255,1000,0,2025-01-29,2025-02-08,10,110979,Theft,Total_Loss,Yes,0,No,5,299,No,Authorized,10,No,No,Clean,0,0.4330803301398997
CLM00350,57,F,Married,Retired,High School,Property,1045,6170,154407,2000,1,2025-07-11,2025-07-11,0,184377,Water_Damage,Total_Loss,No,0,Yes,16,288,No,Independent,1,No,No,Clean,1,1.1940974178631798
CLM00351,56,M,Widowed,Retired,Graduate,Property,2338,8215,185212,2000,0,2025-03-24,2025-03-29,5,168741,Injury,Moderate,Yes,1,Yes,4,144,No,Independent,4,No,No,Clean,0,0.9110694771397102
CLM00352,35,M,Widowed,Unemployed,High School,Property,3556,7067,114126,2000,0,2025-01-02,2025-01-04,2,120927,Vandalism,Severe,Yes,0,No,4,135,No,Independent,1,No,No,Clean,0,1.0595920298617318
CLM00353,57,F,Widowed,Employed,Graduate,Auto,2353,3959,221445,5000,1,2025-02-16,2025-02-24,8,5680,Water_Damage,Moderate,No,0,Yes,14,193,No,Authorized,10,No,Yes,Clean,0,0.025649709860236177
CLM00354,18,F,Widowed,Employed,College,Auto,2681,6617,87658,5000,0,2025-08-04,2025-08-04,0,115002,Injury,Moderate,No,0,Yes,14,200,No,Authorized,4,No,No,Clean,0,1.3119395833808665
CLM00355,28,M,Married,Self-Employed,College,Auto,3199,4492,175912,2000,0,2025-05-18,2025-06-03,16,5500,Collision,Severe,No,0,Yes,19,245,No,Authorized,6,No,No,Not_Available,0,0.031265632816408206
CLM00356,45,M,Widowed,Self-Employed,College,Auto,2672,8337,303151,500,0,2025-12-24,2025-12-29,5,170815,Collision,Total_Loss,No,4,No,10,176,No,Unknown,5,No,No,Clean,0,0.5634650718618774
CLM00357,74,F,Divorced,Employed,College,Auto,938,703,460163,500,0,2025-09-29,2025-09-29,0,96132,Fire,Minor,No,0,Yes,4,183,No,Authorized,3,No,No,Clean,1,0.20890858239363008
CLM00358,42,M,Widowed,Employed,College,Property,3344,3275,116833,1000,2,2025-10-20,2025-10-25,5,127419,Theft,Moderate,Yes,4,No,0,90,No,Authorized,1,No,No,Not_Available,0,1.0906079617916171
CLM00359,67,F,Single,Employed,High School,Property,847,2492,128637,500,0,2025-01-10,2025-01-12,2,107060,Collision,Total_Loss,Yes,0,No,10,241,No,Independent,6,No,No,Clean,0,0.8322644340275348
CLM00360,40,F,Widowed,Retired,High School,Auto,441,2743,392865,1000,0,2025-07-10,2025-07-17,7,39115,Injury,Moderate,No,1,Yes,10,145,No,Independent,9,No,No,Not_Available,0,0.09956346327618902
CLM00361,48,F,Married,Retired,Graduate,Auto,2550,8998,103220,5000,1,2025-03-29,2025-04-03,5,71813,Water_Damage,Minor,No,0,Yes,5,164,No,Independent,8,No,No,Clean,0,0.695727572175935
CLM00362,47,F,Single,Employed,Graduate,Auto,129,2187,36393,5000,4,2025-02-16,2025-02-27,11,146146,Vandalism,Severe,No,1,No,22,195,No,Unknown,0,No,No,Clean,1,4.015772263896904
CLM00363,59,M,Married,Employed,Graduate,Auto,3203,4609,67480,500,1,2025-06-25,2025-06-30,5,145209,Water_Damage,Total_Loss,Yes,1,No,7,480,No,Authorized,2,No,No,Clean,0,2.151882039122703
CLM00364,52,F,Married,Retired,College,Property,596,2360,389387,5000,0,2025-10-30,2025-11-02,3,147339,Fire,Minor,Yes,0,No,1,171,No,Authorized,6,No,No,Not_Available,0,0.3783870545241623
CLM00365,24,M,Single,Retired,College,Auto,1958,5676,360434,2000,0,2025-05-10,2025-05-10,0,88854,Water_Damage,Moderate,Yes,3,No,14,201,No,Authorized,8,No,No,Clean,0,0.2465194737455401
CLM00366,77,F,Married,Employed,College,Auto,1505,1222,489551,2000,2,2025-09-12,2025-09-23,11,43248,Collision,Minor,No,0,No,22,394,No,Authorized,4,No,No,Clean,0,0.08834217476830811
CLM00367,33,M,Married,Employed,College,Auto,861,9471,376407,500,0,2025-09-07,2025-09-08,1,152706,Water_Damage,Total_Loss,No,1,Yes,21,498,No,Authorized,6,No,No,Clean,0,0.4056938367246093
CLM00368,43,F,Widowed,Employed,High School,Property,3461,9220,150179,500,1,2025-11-27,2025-11-29,2,122890,Collision,Severe,Yes,5,No,8,366,Yes,Authorized,9,No,Yes,Clean,0,0.8182901737260203
CLM00369,65,M,Divorced,Employed,College,Auto,2640,5393,278137,1000,0,2025-09-07,2025-09-08,1,86178,Collision,Moderate,No,2,Yes,14,104,No,Independent,6,No,No,Clean,0,0.30984011476358775
CLM00370,74,M,Married,Employed,High School,Auto,998,843,499557,5000,0,2025-07-09,2025-08-14,36,56979,Theft,Severe,No,4,No,7,383,No,Authorized,3,No,No,Clean,0,0.11405905632390298
CLM00371,69,F,Married,Unemployed,High School,Auto,2372,5898,103650,1000,2,2025-07-12,2025-07-17,5,119994,Fire,Severe,Yes,0,Yes,15,402,No,Authorized,4,No,No,Clean,1,1.157684515195369
CLM00372,77,F,Married,Retired,Graduate,Property,3140,8900,244397,1000,1,2025-11-29,2025-12-04,5,65939,Injury,Minor,Yes,0,No,13,140,No,Independent,1,No,No,Clean,0,0.26980282082022283
CLM00373,66,F,Widowed,Unemployed,High School,Workers_Comp,2495,5236,389739,2000,1,2025-07-26,2025-07-27,1,29856,Collision,Minor,No,0,Yes,14,148,No,Authorized,7,No,No,Not_Available,0,0.07660511265231347
CLM00374,19,F,Divorced,Retired,High School,Auto,1551,3906,62066,2000,0,2025-03-18,2025-03-25,7,143855,Vandalism,Total_Loss,Yes,1,Yes,19,482,No,Independent,0,No,No,Clean,1,2.3177746270099573
CLM00375,18,M,Single,Employed,High School,Property,2866,1419,383994,2000,0,2025-11-20,2025-11-20,0,180657,Fire,Total_Loss,No,1,No,12,470,No,Unknown,1,No,No,Suspicious,0,0.47046828856700884
CLM00376,65,F,Widowed,Employed,Graduate,Workers_Comp,1640,6319,315086,2000,1,2025-02-13,2025-02-21,8,142197,Injury,Severe,Yes,0,No,8,25,No,Independent,2,No,No,Clean,0,0.4512958366922047
CLM00377,79,M,Widowed,Employed,College,Workers_Comp,3236,2544,26138,1000,1,2025-11-02,2025-11-12,10,149887,Vandalism,Total_Loss,Yes,1,Yes,0,353,No,Authorized,6,No,No,Clean,0,5.734447930216543
